eval_loss,eval_accuracy,eval_precision,eval_recall,eval_f1,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch,run_num,technique,model_checkpoint,checkpoint,dataset_config,train_size,valid_size,test_size,run_time
0.6557208299636841,0.5963302752293578,0.6032286340051135,0.5963302752293578,0.5951994048050399,23.2042,18.79,1.207,1.49,1,sibyl.fada_v2_LikelihoodShiftPos_avg.550,bert-base-uncased,./pretrained/bert-base-uncased-glue_sst2_sibyl.fada_v2_LikelihoodShiftPos_avg.550,"['glue', 'sst2']",422,436,436,718.1516246795654
0.6695465445518494,0.5848623853211009,0.5909934032363643,0.5848623853211009,0.5613180914976805,22.9163,19.026,1.222,1.17,1,sibyl.fada_v2_LikelihoodShiftPos_sum.550,bert-base-uncased,./pretrained/bert-base-uncased-glue_sst2_sibyl.fada_v2_LikelihoodShiftPos_sum.550,"['glue', 'sst2']",531,436,436,628.5378565788269
0.6810826063156128,0.5642201834862385,0.5750616007914525,0.5642201834862385,0.5600899186601794,22.6962,19.21,1.234,1.26,1,sibyl.fada_v2_Likelihood_avg.550,bert-base-uncased,./pretrained/bert-base-uncased-glue_sst2_sibyl.fada_v2_Likelihood_avg.550,"['glue', 'sst2']",431,436,436,642.2961003780365
0.6767216920852661,0.5711009174311926,0.5782968615908558,0.5711009174311926,0.5376084376906577,23.0595,18.908,1.214,1.18,1,sibyl.fada_v2_Likelihood_sum.550,bert-base-uncased,./pretrained/bert-base-uncased-glue_sst2_sibyl.fada_v2_Likelihood_sum.550,"['glue', 'sst2']",527,436,436,633.627290725708
0.44864320755004883,0.8004587155963303,0.8216374514772897,0.8004587155963303,0.7988381774117198,22.9268,19.017,1.221,3.0,1,sibyl.fada_v2_Original.100,bert-base-uncased,./pretrained/bert-base-uncased-glue_sst2_sibyl.fada_v2_Original.100,"['glue', 'sst2']",100,436,436,903.9074108600616
0.6916614770889282,0.5275229357798165,0.2782804477737564,0.5275229357798165,0.3643551808689423,0.5471,796.946,51.18,1.68,2,sibyl.fada_v2_Original.50,prajjwal1/bert-tiny,./pretrained/prajjwal1/bert-tiny-glue_sst2_sibyl.fada_v2_Original.50,"['glue', 'sst2']",50,436,436,15.927262306213379
0.6953625679016113,0.5114678899082569,0.5506991205358781,0.5114678899082569,0.4593164690391227,0.5087,857.014,55.038,2.67,2,sibyl.uniform.550,prajjwal1/bert-tiny,./pretrained/prajjwal1/bert-tiny-glue_sst2_sibyl.uniform.550,"['glue', 'sst2']",364,436,436,40.42804217338562
0.6803810596466064,0.5688073394495413,0.5979119112418242,0.5688073394495413,0.5518697965272581,0.5,871.998,56.0,3.48,2,sibyl.fada_v2_CleanLabSafe_avg.550,prajjwal1/bert-tiny,./pretrained/prajjwal1/bert-tiny-glue_sst2_sibyl.fada_v2_CleanLabSafe_avg.550,"['glue', 'sst2']",422,436,436,57.67966961860657
0.6906110644340515,0.5412844036697247,0.5445746085717272,0.5412844036697247,0.5412844036697249,0.4851,898.731,57.717,2.8,2,sibyl.fada_v2_CleanLabSafe_sum.550,prajjwal1/bert-tiny,./pretrained/prajjwal1/bert-tiny-glue_sst2_sibyl.fada_v2_CleanLabSafe_sum.550,"['glue', 'sst2']",520,436,436,51.69692611694336
0.6866424083709717,0.536697247706422,0.5645347036735958,0.536697247706422,0.512707953581095,0.5964,731.092,46.951,2.85,2,sibyl.fada_v2_InverseLikelihood_avg.550,prajjwal1/bert-tiny,./pretrained/prajjwal1/bert-tiny-glue_sst2_sibyl.fada_v2_InverseLikelihood_avg.550,"['glue', 'sst2']",428,436,436,47.92701005935669
